Country Name,Country Code,Series Name,Series Code,1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023]
"Senegal,SEN,""Fertility rate, total (births per woman)"",SP.DYN.TFRT.IN,6.396,6.267,6.149,6.049,5.915,5.819,5.723,5.639,5.581,5.573,5.498,5.397,5.301,5.246,5.192,5.133,5.064,5.018,5.024,5.025,5.055,5.099,5.129,5.049,4.884,4.751,4.648,4.489,4.294,4.1,4.003,3.936,3.864,3.818"
"Ghana,GHA,""Fertility rate, total (births per woman)"",SP.DYN.TFRT.IN,5.737,5.63,5.517,5.414,5.254,5.106,4.959,4.884,4.829,4.822,4.827,4.768,4.687,4.597,4.504,4.496,4.399,4.288,4.217,4.179,4.181,4.177,4.154,4.114,4.029,3.982,3.873,3.715,3.65,3.593,3.541,3.492,3.434,3.397"
"Nigeria,NGA,""Fertility rate, total (births per woman)"",SP.DYN.TFRT.IN,6.459,6.426,6.391,6.354,6.319,6.273,6.217,6.138,6.069,6.082,6.124,6.128,6.116,6.1,6.09,6.063,6.053,6.027,6.024,5.993,5.948,5.893,5.797,5.694,5.622,5.503,5.343,5.182,5.021,4.861,4.7,4.636,4.552,4.482"
"South Africa,ZAF,""Fertility rate, total (births per woman)"",SP.DYN.TFRT.IN,3.724,3.618,3.479,3.372,3.258,3.172,2.991,2.734,2.63,2.559,2.413,2.373,2.324,2.358,2.436,2.512,2.548,2.545,2.679,2.501,2.445,2.436,2.447,2.428,2.424,2.359,2.261,2.283,2.27,2.264,2.257,2.248,2.227,2.216"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data from database: World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated: 04/08/2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
